北京台/parse,#genre#
固镇人民广播电台,https://www.qingting.fm/radios/20500125
包河之声电台,https://www.qingting.fm/radios/5022668

福建台/parse,#genre#
泉州904交通之声,https://www.qingting.fm/radios/15318189
厦门音乐广播,https://www.qingting.fm/radios/1739
福建新闻广播,https://www.qingting.fm/radios/1731
厦门综合广播,https://www.qingting.fm/radios/1737
泉州广播电视台889新闻综合广播,https://www.qingting.fm/radios/15318346
厦门经济交通广播,https://www.qingting.fm/radios/1738
福建经济广播,https://www.qingting.fm/radios/1732
厦门闽南之声广播,https://www.qingting.fm/radios/1740
893音乐广播,https://www.qingting.fm/radios/4846
泉州刺桐之声,https://www.qingting.fm/radios/5022360
福州新闻广播,https://www.qingting.fm/radios/5025
福建都市生活广播,https://www.qingting.fm/radios/1736
福建交通广播,https://www.qingting.fm/radios/1733
福州人民广播电台左海之声,https://www.qingting.fm/radios/3937
福州交通之声,https://www.qingting.fm/radios/5026
漳州人民广播电台综合广播,https://www.qingting.fm/radios/1742
福建音乐广播,https://www.qingting.fm/radios/4585
海峡之声广播电台,https://www.qingting.fm/radios/1744
FM94厦门旅游广播,https://www.qingting.fm/radios/1741
龙岩电台综合广播,https://www.qingting.fm/radios/20709
福建文艺广播,https://www.qingting.fm/radios/20211656
龙岩旅游之声,https://www.qingting.fm/radios/20711
中国华艺广播公司,https://www.qingting.fm/radios/20500139
漳州人民广播电台交通广播,https://www.qingting.fm/radios/1743
FM881南安广播电视台综合广播,https://www.qingting.fm/radios/5021731
三明新闻综合广播,https://www.qingting.fm/radios/5022100
建瓯人民广播电台,https://www.qingting.fm/radios/5022427
永安广播电视台综合广播,https://www.qingting.fm/radios/15318388
厦门892集美广播,https://www.qingting.fm/radios/5022479
漳浦广播电视台综合广播,https://www.qingting.fm/radios/5022658
三明交通音乐广播 欢乐1056,https://www.qingting.fm/radios/15318147
安溪人民广播电台,https://www.qingting.fm/radios/5022135
宁德新闻综合广播,https://www.qingting.fm/radios/20211717
诏安广播电视台综合广播,https://www.qingting.fm/radios/20500186
沙溪之声995,https://www.qingting.fm/radios/5021998
云霄人民广播电台,https://www.qingting.fm/radios/20500106
尤溪1066,https://www.qingting.fm/radios/5022498

江西台/parse,#genre#
江西新闻广播,https://www.qingting.fm/radios/1809
江西音乐广播,https://www.qingting.fm/radios/1802
江西都市广播FM106.5,https://www.qingting.fm/radios/1810
南昌交通广播,https://www.qingting.fm/radios/1804
赣州综合广播,https://www.qingting.fm/radios/20266
江西旅游广播FM97.4,https://www.qingting.fm/radios/20133
江西交通广播,https://www.qingting.fm/radios/1811
九江交通广播,https://www.qingting.fm/radios/5021918
江西潮台969,https://www.qingting.fm/radios/20500092
南康交通广播,https://www.qingting.fm/radios/5021869
934上饶新闻综合广播,https://www.qingting.fm/radios/1808
江西绿色985,https://www.qingting.fm/radios/4606
瓷都交通音乐广播,https://www.qingting.fm/radios/5021829
九江新闻综合900红调频,https://www.qingting.fm/radios/5022729
上饶交通音乐广播,https://www.qingting.fm/radios/20211707
江西民生广播,https://www.qingting.fm/radios/1813
新余交通广播,https://www.qingting.fm/radios/20093
FM103.2鹰潭交通音乐广播,https://www.qingting.fm/radios/5022036
FM94.5赣州交通音乐广播,https://www.qingting.fm/radios/4942
江西财经广播（成功992）,https://www.qingting.fm/radios/5021665
萍乡交通文艺广播,https://www.qingting.fm/radios/5022409
丰城之声FM88.4,https://www.qingting.fm/radios/20500071
FM99.2赣州农村科教广播,https://www.qingting.fm/radios/4941
新余新闻广播,https://www.qingting.fm/radios/20178
萍乡电台综合广播FM106.8,https://www.qingting.fm/radios/5022455
吉安庐陵之声,https://www.qingting.fm/radios/20500091
FM92.3,https://www.qingting.fm/radios/20022
九江文化旅游广播,https://www.qingting.fm/radios/20212210
赣北之声FM94.2,https://www.qingting.fm/radios/5022648
高安电台942,https://www.qingting.fm/radios/20500014
宜春交通音乐广播,https://www.qingting.fm/radios/20212206
广丰电台FM909,https://www.qingting.fm/radios/5022381
樟树人民广播电台FM90.9,https://www.qingting.fm/radios/15318282
FM104.8鹰潭新闻综合频率,https://www.qingting.fm/radios/5022035
宜春新闻综合广播,https://www.qingting.fm/radios/20212205

山东台/parse,#genre#
济南新闻广播,https://www.qingting.fm/radios/1667
济南经济广播,https://www.qingting.fm/radios/1668
青岛新闻广播,https://www.qingting.fm/radios/1673
山东人民广播电台,https://www.qingting.fm/radios/20234
山东经济广播,https://www.qingting.fm/radios/20236
济南交通广播,https://www.qingting.fm/radios/1669
青岛交通广播,https://www.qingting.fm/radios/1676
济南故事广播,https://www.qingting.fm/radios/1672
青岛广播爱车940,https://www.qingting.fm/radios/5022537
山东经典音乐广播,https://www.qingting.fm/radios/20240
崂山921,https://www.qingting.fm/radios/20212426
山东体育休闲广播·山东旅游广播,https://www.qingting.fm/radios/20246
FM92.6 综合广播,https://www.qingting.fm/radios/20176
淄博私家车广播  FM106.7,https://www.qingting.fm/radios/1679
山东音乐广播,https://www.qingting.fm/radios/1665
山东交通广播,https://www.qingting.fm/radios/20242
都市101经济广播,https://www.qingting.fm/radios/3995
淄博综合广播,https://www.qingting.fm/radios/1678
临沂综合广播,https://www.qingting.fm/radios/3992
青岛经济广播,https://www.qingting.fm/radios/1674
青岛文艺广播,https://www.qingting.fm/radios/1675
胶州875,https://www.qingting.fm/radios/20211644
FM95.2青岛故事广播,https://www.qingting.fm/radios/4956
济南音乐广播FM88.7,https://www.qingting.fm/radios/1671
东营交通音乐广播FM98.4,https://www.qingting.fm/radios/20142
淄博交通音乐广播,https://www.qingting.fm/radios/1680
枣庄交通文艺广播,https://www.qingting.fm/radios/1688
聊城交通广播,https://www.qingting.fm/radios/5022263
即墨融媒综合广播,https://www.qingting.fm/radios/20807
936私家车广播,https://www.qingting.fm/radios/1670
山东文艺广播,https://www.qingting.fm/radios/20238
FM107潍坊交通广播,https://www.qingting.fm/radios/4014
高密955,https://www.qingting.fm/radios/20212417
青岛音乐体育广播,https://www.qingting.fm/radios/1677
枣庄新闻综合广播,https://www.qingting.fm/radios/1686
潍坊933经济广播,https://www.qingting.fm/radios/20839
济宁交通广播,https://www.qingting.fm/radios/20087
经典音乐广播FM94.8,https://www.qingting.fm/radios/20500097
潍坊FM100.8城市之声,https://www.qingting.fm/radios/20211696
FM898汽车音乐广播,https://www.qingting.fm/radios/5022382
烟台音乐广播FM105.9,https://www.qingting.fm/radios/1683
青岛西海岸交通广播FM95.7,https://www.qingting.fm/radios/5022467
聊城经济广播,https://www.qingting.fm/radios/5022262
临沂交通旅游广播,https://www.qingting.fm/radios/3993
聊城新闻广播,https://www.qingting.fm/radios/5022264
烟台综合广播FM101,https://www.qingting.fm/radios/1682
威海新闻电台,https://www.qingting.fm/radios/20669
潍坊982广播电台,https://www.qingting.fm/radios/4865
烟台交通广播FM103,https://www.qingting.fm/radios/1684
财富932私家车广播,https://www.qingting.fm/radios/3994
动感955,https://www.qingting.fm/radios/1689
潍坊新闻广播,https://www.qingting.fm/radios/20320
无棣人民广播电台,https://www.qingting.fm/radios/5022198
牡丹之声手机广播,https://www.qingting.fm/radios/15318316
FM101.8济宁综合广播,https://www.qingting.fm/radios/4901
滕州广播电视台FM99.8,https://www.qingting.fm/radios/5022611
东营生活广播,https://www.qingting.fm/radios/20211580
FM90.7威海音乐广播,https://www.qingting.fm/radios/15318612
FM107济宁生活广播,https://www.qingting.fm/radios/4008
龙口人民广播电台,https://www.qingting.fm/radios/20211665
FM92.4安丘924,https://www.qingting.fm/radios/20212216
菏泽音乐广播,https://www.qingting.fm/radios/21175
青州人民广播电台,https://www.qingting.fm/radios/5022633
FM88.1潍坊音乐广播,https://www.qingting.fm/radios/15318631
FM96.1邹城之声,https://www.qingting.fm/radios/20207732
蓝莓Radio,https://www.qingting.fm/radios/15318687
泰安交通广播,https://www.qingting.fm/radios/20500142
菏泽新闻广播,https://www.qingting.fm/radios/20212293
威海交通广播,https://www.qingting.fm/radios/20671
菏泽交通广播,https://www.qingting.fm/radios/20212294
经典流行音乐动感904,https://www.qingting.fm/radios/20211680
曹县融媒体中心综合广播FM93.3,https://www.qingting.fm/radios/5022340
FM88.8故事广播,https://www.qingting.fm/radios/20500098
济南生活广播,https://www.qingting.fm/radios/20500122
FM106.9滨州私家车广播,https://www.qingting.fm/radios/5021585
庆云人民广播电台,https://www.qingting.fm/radios/5022403
广饶人民广播电台FM103.9,https://www.qingting.fm/radios/20500036
东营综合广播,https://www.qingting.fm/radios/20144
岁月如歌940,https://www.qingting.fm/radios/20500117
FM93.1滨州交通音乐广播,https://www.qingting.fm/radios/20519
FM107.2长岛人民广播电台,https://www.qingting.fm/radios/21217
105.7滨州文艺音乐广播,https://www.qingting.fm/radios/21341
枣庄93.4,https://www.qingting.fm/radios/20500134
泰安人民广播电台,https://www.qingting.fm/radios/20500185
枣庄经济生活广播,https://www.qingting.fm/radios/1687
临沂音乐广播,https://www.qingting.fm/radios/4017
金乡之声,https://www.qingting.fm/radios/20500085
临朐广播电视台FM102.3,https://www.qingting.fm/radios/20500033
周村区广播电视台,https://www.qingting.fm/radios/20500132
滨州综合广播,https://www.qingting.fm/radios/5021395
临淄人民广播电台,https://www.qingting.fm/radios/20212204
FM97.4济南都市广播,https://www.qingting.fm/radios/5022333
商河广播电视台,https://www.qingting.fm/radios/20212213
成武人民广播电台,https://www.qingting.fm/radios/20211637
仙境之声,https://www.qingting.fm/radios/20500112
淄川1055广播,https://www.qingting.fm/radios/20211598
利津广播电视台FM106.2,https://www.qingting.fm/radios/20500138
FM91.1邹平人民广播电台,https://www.qingting.fm/radios/5022097
章丘之声,https://www.qingting.fm/radios/20212207
蒙阴人民广播电台,https://www.qingting.fm/radios/15318571
滨城综合广播,https://www.qingting.fm/radios/20500168
淄川村村响有线广播,https://www.qingting.fm/radios/20211657
FM105.5武城广播电视台,https://www.qingting.fm/radios/20500080

河南台/parse,#genre#
怀旧好声音,https://www.qingting.fm/radios/1223
郑州新闻广播,https://www.qingting.fm/radios/1220
河南交通广播,https://www.qingting.fm/radios/1209
河南新闻广播,https://www.qingting.fm/radios/1215
悦动936南阳城市广播,https://www.qingting.fm/radios/15318502
流行音乐先锋·90My Radio,https://www.qingting.fm/radios/1206
郑州经济广播,https://www.qingting.fm/radios/1221
1042南阳新闻广播,https://www.qingting.fm/radios/1213
洛阳音乐广播,https://www.qingting.fm/radios/1226
私家车999,https://www.qingting.fm/radios/1219
河南音乐广播,https://www.qingting.fm/radios/1208
洛阳交通广播,https://www.qingting.fm/radios/1227
郑州交通广播,https://www.qingting.fm/radios/1211
开封交通旅游广播,https://www.qingting.fm/radios/1214
安阳交通广播,https://www.qingting.fm/radios/2138
洛阳综合广播,https://www.qingting.fm/radios/1225
经典音乐FM91.4,https://www.qingting.fm/radios/20211699
南阳交通广播,https://www.qingting.fm/radios/1212
周口综合广播,https://www.qingting.fm/radios/20212215
1077新乡交通广播,https://www.qingting.fm/radios/1229
FM94.4 郑州音乐广播 有温度的音乐台,https://www.qingting.fm/radios/4921
FM88.7民歌悠扬,https://www.qingting.fm/radios/15318585
经典958,https://www.qingting.fm/radios/20500053
991新乡综合广播,https://www.qingting.fm/radios/1228
河南娱乐976,https://www.qingting.fm/radios/21317
光山90.1,https://www.qingting.fm/radios/20500029
安阳新闻应急广播,https://www.qingting.fm/radios/15318224
FM893周口交通广播,https://www.qingting.fm/radios/15318700
许昌广播电视台交通广播FM92.6,https://www.qingting.fm/radios/5022095
焦作交通旅游广播,https://www.qingting.fm/radios/20805
安阳1008音乐广播,https://www.qingting.fm/radios/2123
商丘新闻综合广播,https://www.qingting.fm/radios/5022443
开封音乐广播,https://www.qingting.fm/radios/4569
FM98.2巩义新闻广播,https://www.qingting.fm/radios/5022551
河南农村广播,https://www.qingting.fm/radios/1218
FM91.8郑州私家车广播,https://www.qingting.fm/radios/1222
河南经济广播,https://www.qingting.fm/radios/1216
平舆FM981,https://www.qingting.fm/radios/20209342
项城936,https://www.qingting.fm/radios/15318335
济源新闻综合广播,https://www.qingting.fm/radios/5022142
驻马店综合广播,https://www.qingting.fm/radios/5022118
鹤壁综合广播,https://www.qingting.fm/radios/5022055
河南教育广播,https://www.qingting.fm/radios/1207
方城综合广播,https://www.qingting.fm/radios/20212400
FM99.6信阳交通广播,https://www.qingting.fm/radios/15318156
南阳私家车广播,https://www.qingting.fm/radios/5022675
驻马店经济广播,https://www.qingting.fm/radios/5022119
濮阳经典调频1038,https://www.qingting.fm/radios/5021461
声动890信阳综合广播,https://www.qingting.fm/radios/5021977
三门峡综合广播,https://www.qingting.fm/radios/5022134
长垣人民广播电台FM95.7,https://www.qingting.fm/radios/15318663
河南电台乐龄1056,https://www.qingting.fm/radios/20208
经典916,https://www.qingting.fm/radios/20207782
商丘交通1007,https://www.qingting.fm/radios/5021932
焦作新闻综合广播,https://www.qingting.fm/radios/5022557
漯河综合广播,https://www.qingting.fm/radios/5022660
濮阳FM1053快乐调频,https://www.qingting.fm/radios/20206
濮阳新闻广播,https://www.qingting.fm/radios/20207739
平顶山新闻综合广播,https://www.qingting.fm/radios/5022420
濮阳交通广播,https://www.qingting.fm/radios/1233
开封综合广播,https://www.qingting.fm/radios/5022653
小小说电台,https://www.qingting.fm/radios/5022348
平顶山交通广播,https://www.qingting.fm/radios/5022421
尉氏1068,https://www.qingting.fm/radios/20211630
FM104.4,https://www.qingting.fm/radios/20211597
快乐903私家车广播,https://www.qingting.fm/radios/5021919
新密人民广播电台,https://www.qingting.fm/radios/20500144
许昌广播电视台综合广播,https://www.qingting.fm/radios/5022092
鹤壁交通广播FM99.4,https://www.qingting.fm/radios/5022089
林州广播电台,https://www.qingting.fm/radios/20211604
洛阳城市993,https://www.qingting.fm/radios/20211321
南乐融媒广播,https://www.qingting.fm/radios/20500136
动听980,https://www.qingting.fm/radios/20500152
漯河交通广播,https://www.qingting.fm/radios/5022452
新野998电台,https://www.qingting.fm/radios/20212406
西华交通广播,https://www.qingting.fm/radios/20211629
登封生活广播,https://www.qingting.fm/radios/5022077
南阳好朋友892汽车音乐电台,https://www.qingting.fm/radios/5022725
新乡飞扬921音乐电台,https://www.qingting.fm/radios/20500083
FM101.6 新乡都市之声,https://www.qingting.fm/radios/5022029
AI潮流音乐台,https://www.qingting.fm/radios/15318300
FM105.9项城人民广播电台,https://www.qingting.fm/radios/20210757
汝州人民广播电台,https://www.qingting.fm/radios/5022650
FM98.9三门峡交通文艺广播,https://www.qingting.fm/radios/15318227
卧龙综合广播,https://www.qingting.fm/radios/20500113
乐享1007,https://www.qingting.fm/radios/20500141
TOP Radio 安阳881,https://www.qingting.fm/radios/20209339
郏县884,https://www.qingting.fm/radios/5022022
民权人民广播电台FM103.9,https://www.qingting.fm/radios/20500123
通许融媒1026,https://www.qingting.fm/radios/20500157
社旗993交通音乐广播,https://www.qingting.fm/radios/20500068
新县FM106.2,https://www.qingting.fm/radios/20500056
风尚908,https://www.qingting.fm/radios/20211663
正阳综合广播,https://www.qingting.fm/radios/20212397
淇县人民广播-朝歌之声FM959,https://www.qingting.fm/radios/5022546
开封祥符广播919,https://www.qingting.fm/radios/20500156
兰考人民广播电台,https://www.qingting.fm/radios/20500167

湖北台/parse,#genre#
湖北之声,https://www.qingting.fm/radios/1303
楚天交通广播,https://www.qingting.fm/radios/1291
武汉经济广播,https://www.qingting.fm/radios/20200
湖北经典音乐广播,https://www.qingting.fm/radios/1296
襄阳交通音乐广播,https://www.qingting.fm/radios/1308
武汉新闻广播,https://www.qingting.fm/radios/20198
楚天音乐广播,https://www.qingting.fm/radios/1289
湖北城市之声,https://www.qingting.fm/radios/4671
武汉经典音乐广播,https://www.qingting.fm/radios/1297
襄阳之声,https://www.qingting.fm/radios/1307
黄石交通广播,https://www.qingting.fm/radios/3964
武汉交通广播,https://www.qingting.fm/radios/4665
十堰交通音乐广播,https://www.qingting.fm/radios/20342
湖北经济广播,https://www.qingting.fm/radios/1295
宜昌交通广播,https://www.qingting.fm/radios/20563
荆州广播电视台90.1汽车广播,https://www.qingting.fm/radios/1312
鄂州广播电视台综合广播,https://www.qingting.fm/radios/21025
魅力FM1064城市生活音乐广播,https://www.qingting.fm/radios/5022716
宜昌音乐广播,https://www.qingting.fm/radios/20567
黄石新闻广播,https://www.qingting.fm/radios/1300
十堰综合广播,https://www.qingting.fm/radios/20338
襄阳文化教育广播,https://www.qingting.fm/radios/5057
荆州音乐广播自在106.8,https://www.qingting.fm/radios/20075
咸宁新闻广播,https://www.qingting.fm/radios/5067
随州综合广播,https://www.qingting.fm/radios/20853
黄冈新闻综合广播,https://www.qingting.fm/radios/1301
武穴人民广播电台,https://www.qingting.fm/radios/5022071
仙桃人民广播电台,https://www.qingting.fm/radios/20211562
孝感交通音乐广播,https://www.qingting.fm/radios/5022063
宜昌新闻综合广播,https://www.qingting.fm/radios/20565
湖北生活广播,https://www.qingting.fm/radios/1293
蕲春人民广播电台,https://www.qingting.fm/radios/5022252
荆门综合广播,https://www.qingting.fm/radios/20211577
随州交通经济广播,https://www.qingting.fm/radios/21027
十堰旅游生活广播,https://www.qingting.fm/radios/20212401
恩施电台交通音乐频率,https://www.qingting.fm/radios/5022719
湖北亲子广播,https://www.qingting.fm/radios/20212428
公安人民广播电台,https://www.qingting.fm/radios/5063
荆门交通音乐广播,https://www.qingting.fm/radios/20336
孝感新闻综合广播,https://www.qingting.fm/radios/5022064
武汉动感936-新锐流行音乐广播,https://www.qingting.fm/radios/5011
黄梅之声,https://www.qingting.fm/radios/5022280
监利人民广播电台,https://www.qingting.fm/radios/15318507
长江之声,https://www.qingting.fm/radios/5021868
黄冈交通音乐广播,https://www.qingting.fm/radios/20207776
恩施电台新闻综合频率,https://www.qingting.fm/radios/5022718
都市965汽车音乐广播,https://www.qingting.fm/radios/20500108
红安人民广播电台,https://www.qingting.fm/radios/5022646
咸宁交通广播,https://www.qingting.fm/radios/5068
汉川电台,https://www.qingting.fm/radios/20212411
宜昌魅力930,https://www.qingting.fm/radios/20500146
孝昌964电台,https://www.qingting.fm/radios/15318546
鹤峰人民广播电台,https://www.qingting.fm/radios/20500126

湖南台/parse,#genre#
湖南交通频道,https://www.qingting.fm/radios/4879
长沙FM101.7城市之声,https://www.qingting.fm/radios/4237
湖南金鹰955电台,https://www.qingting.fm/radios/4937
FM88.6长沙音乐广播,https://www.qingting.fm/radios/20847
芒果时空音乐台,https://www.qingting.fm/radios/4981
FM102.8湖南电台新闻综合频道,https://www.qingting.fm/radios/4978
89.3芒果音乐台,https://www.qingting.fm/radios/4979
FM102.2亲子智慧电台,https://www.qingting.fm/radios/4930
News938潇湘之声,https://www.qingting.fm/radios/4982
1061长沙交通广播,https://www.qingting.fm/radios/3967
Easy Fm,https://www.qingting.fm/radios/5022391
株洲新闻广播,https://www.qingting.fm/radios/3970
摩登音乐台,https://www.qingting.fm/radios/4980
FM106.8常德鼎广电台,https://www.qingting.fm/radios/5021860
FM105.0长沙新闻广播,https://www.qingting.fm/radios/4877
长沙925电台,https://www.qingting.fm/radios/5022076
株洲交通广播,https://www.qingting.fm/radios/3971
郴州综合广播,https://www.qingting.fm/radios/20489
湖南经广FM901,https://www.qingting.fm/radios/4983
FM97.1常德交通广播,https://www.qingting.fm/radios/15318209
岳阳交通广播,https://www.qingting.fm/radios/20987
衡阳县融媒体中心综合广播FM105.6,https://www.qingting.fm/radios/21229
FM105.6 常德综合广播,https://www.qingting.fm/radios/15318208
衡阳交通经济广播,https://www.qingting.fm/radios/15318385
1028郴州交通旅游广播,https://www.qingting.fm/radios/20867
永州人民广播电台,https://www.qingting.fm/radios/15318594
邵阳综合广播,https://www.qingting.fm/radios/20148
怀化电台综合广播,https://www.qingting.fm/radios/5022069
衡阳综合广播,https://www.qingting.fm/radios/15318386
益阳交通频道汽车881,https://www.qingting.fm/radios/15318153
FM104.2湘潭交通广播,https://www.qingting.fm/radios/21269
邵阳经济广播,https://www.qingting.fm/radios/20500058
怀化交通广播,https://www.qingting.fm/radios/5022070
FM93.1常德音乐广播,https://www.qingting.fm/radios/20212391
FM99.7益阳之声,https://www.qingting.fm/radios/20314
株洲音乐广播,https://www.qingting.fm/radios/5021481
岳阳新闻综合广播,https://www.qingting.fm/radios/20989
娄底综合广播,https://www.qingting.fm/radios/21213
FM99.6宜章县广播电视台综合广播,https://www.qingting.fm/radios/15318691
浏阳99.5交通广播,https://www.qingting.fm/radios/5022710
FM104.7澧县广播电台,https://www.qingting.fm/radios/15318178
好朋友926音乐电台,https://www.qingting.fm/radios/5022413
FM88.2湘潭新闻综合广播,https://www.qingting.fm/radios/15318549
1055桂阳综合广播,https://www.qingting.fm/radios/20212377
桃江人民广播电台,https://www.qingting.fm/radios/20500086
娄底交通广播,https://www.qingting.fm/radios/20507
FM99.2岳阳县综合广播,https://www.qingting.fm/radios/20500129
湘乡广播电台龙城之声,https://www.qingting.fm/radios/15318180
靖州综合广播,https://www.qingting.fm/radios/20500011

广东台/parse,#genre#
广东广播电视台股市广播,https://www.qingting.fm/radios/4847
广东珠江经济电台,https://www.qingting.fm/radios/1259
羊城交通台,https://www.qingting.fm/radios/1262
深圳先锋898,https://www.qingting.fm/radios/1270
广东广播电视台文体广播,https://www.qingting.fm/radios/471
广东音乐之声,https://www.qingting.fm/radios/1260
鹤山电台,https://www.qingting.fm/radios/1286
广州新闻资讯广播,https://www.qingting.fm/radios/4848
广东新闻广播,https://www.qingting.fm/radios/1254
中山电台快乐888,https://www.qingting.fm/radios/1278
广州交通广播,https://www.qingting.fm/radios/4955
佛山电台FM906,https://www.qingting.fm/radios/1264
广东城市之声,https://www.qingting.fm/radios/469
江门旅游之声,https://www.qingting.fm/radios/1283
珠海斗门电台,https://www.qingting.fm/radios/15318432
深圳交通频率,https://www.qingting.fm/radios/1272
广东南方生活广播,https://www.qingting.fm/radios/468
深圳飞扬971,https://www.qingting.fm/radios/1271
广州MYFM 88.0,https://www.qingting.fm/radios/20194
江门人民广播电台综合广播,https://www.qingting.fm/radios/1282
广州汽车音乐电台,https://www.qingting.fm/radios/20192
云浮电台综合广播,https://www.qingting.fm/radios/5022442
花都广播电台,https://www.qingting.fm/radios/1263
新会人民广播电台,https://www.qingting.fm/radios/5061
东莞交通广播,https://www.qingting.fm/radios/1288
番禺电台畅快1017,https://www.qingting.fm/radios/20212427
广东广播电视台珠江之声,https://www.qingting.fm/radios/470
中山电台新锐967,https://www.qingting.fm/radios/1277
FM97.8清远农村广播,https://www.qingting.fm/radios/15318679
东莞音乐广播,https://www.qingting.fm/radios/21209
东莞综合广播,https://www.qingting.fm/radios/1276
惠州音乐广播,https://www.qingting.fm/radios/5021523
FM904台山人民广播电台,https://www.qingting.fm/radios/5022062
云浮电台交通音乐广播,https://www.qingting.fm/radios/5022441
澄海人民广播电台,https://www.qingting.fm/radios/5022439
开平广播电台,https://www.qingting.fm/radios/5037
恩平FM97.7,https://www.qingting.fm/radios/20701
新兴电台,https://www.qingting.fm/radios/20211602
增城电台FM89.0,https://www.qingting.fm/radios/20211702
深圳生活广播,https://www.qingting.fm/radios/1273
普宁人民广播电台,https://www.qingting.fm/radios/5022527
FM88.7 清远综合广播,https://www.qingting.fm/radios/15318668
阳江旅游环保广播,https://www.qingting.fm/radios/15318428
梅州广播电视台综合广播,https://www.qingting.fm/radios/1257
英德电台,https://www.qingting.fm/radios/5022392
茂名综合广播,https://www.qingting.fm/radios/20500088
FM95.9清远交通音乐广播,https://www.qingting.fm/radios/20500067
湛江经济广播,https://www.qingting.fm/radios/5069
珠海电台交通875,https://www.qingting.fm/radios/1275
FM93.5 茂名交通广播,https://www.qingting.fm/radios/20211574
阳江综合资讯广播,https://www.qingting.fm/radios/15318429
惠州综合广播FM100,https://www.qingting.fm/radios/5016
988惠州经济环保广播,https://www.qingting.fm/radios/5017
湛江交通音乐广播,https://www.qingting.fm/radios/20472
梅州广播交通台,https://www.qingting.fm/radios/1258
龙岗广播FM99.1,https://www.qingting.fm/radios/20160
佛冈电台,https://www.qingting.fm/radios/15318379
珠海电台先锋951,https://www.qingting.fm/radios/1274
珠海电台活力915,https://www.qingting.fm/radios/5021725
从化广播电视台综合广播,https://www.qingting.fm/radios/15318698
湛江广播电视台综合广播,https://www.qingting.fm/radios/20617
化州人民广播电台,https://www.qingting.fm/radios/15318689
廉江人民广播电台,https://www.qingting.fm/radios/20211578
广东梅州One Radio FM103.9,https://www.qingting.fm/radios/5021942
吴川人民广播电台,https://www.qingting.fm/radios/20211643
遂溪人民广播电台,https://www.qingting.fm/radios/1284
韶关综合广播,https://www.qingting.fm/radios/5022074
东源广播电台,https://www.qingting.fm/radios/20500124

广西台/parse,#genre#
FM950广西音乐台,https://www.qingting.fm/radios/4875
广西私家车930,https://www.qingting.fm/radios/1756
广西电台新闻910,https://www.qingting.fm/radios/1753
广西970女主播电台,https://www.qingting.fm/radios/1754
南宁经典1049,https://www.qingting.fm/radios/20769
广西交通台,https://www.qingting.fm/radios/1758
南宁1074交通台,https://www.qingting.fm/radios/20767
玉林交通音乐广播,https://www.qingting.fm/radios/1763
978玉林城市电台,https://www.qingting.fm/radios/1762
桂林飞扬调频,https://www.qingting.fm/radios/1760
梧州广播电视台交通音乐之声,https://www.qingting.fm/radios/4599
北海新闻综合广播,https://www.qingting.fm/radios/20861
南宁快乐895,https://www.qingting.fm/radios/20771
柳州综合广播,https://www.qingting.fm/radios/21043
飞扬1059（柳州汽车音乐广播）,https://www.qingting.fm/radios/20555
桂林新闻综合广播,https://www.qingting.fm/radios/1759
北海交通音乐广播,https://www.qingting.fm/radios/20211621
广西北部湾之声,https://www.qingting.fm/radios/1757
桂平人民广播电台综合广播,https://www.qingting.fm/radios/20211626
百色电台,https://www.qingting.fm/radios/15318330
桂林电台最爱912,https://www.qingting.fm/radios/15318228
FM99.10柳州交通广播,https://www.qingting.fm/radios/20571
钦州新闻综合广播,https://www.qingting.fm/radios/5042
横州广播电视台综合广播FM102.3茉莉之声,https://www.qingting.fm/radios/20500008
畅听882（贺州广播电视台综合广播）,https://www.qingting.fm/radios/5043
贺州交通音乐广播,https://www.qingting.fm/radios/5044

海南台/parse,#genre#
海南新闻广播,https://www.qingting.fm/radios/1861
海南民生广播,https://www.qingting.fm/radios/21243
交通954,https://www.qingting.fm/radios/5022079
三亚天涯之声,https://www.qingting.fm/radios/20450
海南音乐广播,https://www.qingting.fm/radios/4878
海南交通广播,https://www.qingting.fm/radios/4911
三亚之声,https://www.qingting.fm/radios/15318203
FM101.8海口综合广播,https://www.qingting.fm/radios/5022015
海口WHIZRADIO音乐电台,https://www.qingting.fm/radios/20010
海南旅游广播•国际旅游岛之声,https://www.qingting.fm/radios/1862
琼海人民广播电台,https://www.qingting.fm/radios/5022287

重庆台/parse,#genre#
938重庆私家车广播,https://www.qingting.fm/radios/1502
重庆之声,https://www.qingting.fm/radios/1498
重庆交通广播,https://www.qingting.fm/radios/1500
重庆音乐广播,https://www.qingting.fm/radios/647
重庆嘉陵之声FM88.7,https://www.qingting.fm/radios/20211692
生活1015,https://www.qingting.fm/radios/1499
重庆巴渝之声,https://www.qingting.fm/radios/5022385
100.7重庆永川之声,https://www.qingting.fm/radios/20210236
大足人民广播电台,https://www.qingting.fm/radios/20211676
梁平之声,https://www.qingting.fm/radios/20211646
万盛融媒体中心综合广播,https://www.qingting.fm/radios/15318480

四川台/parse,#genre#
四川新闻广播FM106.1,https://www.qingting.fm/radios/4906
四川交通广播FM101.7,https://www.qingting.fm/radios/4886
成都经济广播,https://www.qingting.fm/radios/1121
欧美音乐88.7,https://www.qingting.fm/radios/15318703
四川城市之音,https://www.qingting.fm/radios/1111
成都交通文艺广播FM91.4,https://www.qingting.fm/radios/4891
成都年代音乐怀旧好声音,https://www.qingting.fm/radios/20211686
